1,Rangoon Heights,rangoon heigghs,0.447058824,0.380392157,0.431372549,0.403921569,0.435294118,0.435294118,0.431372549,0.125490196,0.407843137,0.396078431,0.411764706,0.403921569,0.403921569,0.407843137,0.450980392,0,0,0,0,0,0,0,0,0
1,Rangoon Heights,angoonn heights,0.380392157,0.431372549,0.403921569,0.435294118,0.435294118,0.431372549,0.431372549,0.125490196,0.407843137,0.396078431,0.411764706,0.403921569,0.407843137,0.454901961,0.450980392,0,0,0,0,0,0,0,0,0
1,Rangoon Heights,rngoon heiights,0.447058824,0.431372549,0.403921569,0.435294118,0.435294118,0.431372549,0.125490196,0.407843137,0.396078431,0.411764706,0.411764706,0.403921569,0.407843137,0.454901961,0.450980392,0,0,0,0,0,0,0,0,0
1,Rangoon Heights,rangoon heighys,0.447058824,0.380392157,0.431372549,0.403921569,0.435294118,0.435294118,0.431372549,0.125490196,0.407843137,0.396078431,0.411764706,0.403921569,0.407843137,0.474509804,0.450980392,0,0,0,0,0,0,0,0,0
1,Rangoon Heights,rangokon xheights,0.447058824,0.380392157,0.431372549,0.403921569,0.435294118,0.419607843,0.435294118,0.431372549,0.125490196,0.470588235,0.407843137,0.396078431,0.411764706,0.403921569,0.407843137,0.454901961,0.450980392,0,0,0,0,0,0,0
2,Gonville,gonvill,0.403921569,0.435294118,0.431372549,0.462745098,0.411764706,0.423529412,0.423529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Gonville,gonvill,0.403921569,0.435294118,0.431372549,0.462745098,0.411764706,0.423529412,0.423529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Gonville,gooinville,0.403921569,0.435294118,0.435294118,0.411764706,0.431372549,0.462745098,0.411764706,0.423529412,0.423529412,0.396078431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Gonville,gonvilpe,0.403921569,0.435294118,0.431372549,0.462745098,0.411764706,0.423529412,0.439215686,0.396078431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Gonville,gnvi8lle,0.403921569,0.431372549,0.462745098,0.411764706,0.219607843,0.423529412,0.423529412,0.396078431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Gracefield,graceefield,0.403921569,0.447058824,0.380392157,0.388235294,0.396078431,0.396078431,0.4,0.411764706,0.396078431,0.423529412,0.392156863,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Gracefield,grcefiel,0.403921569,0.447058824,0.388235294,0.396078431,0.4,0.411764706,0.396078431,0.423529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Gracefield,gracefield,0.403921569,0.447058824,0.380392157,0.388235294,0.396078431,0.4,0.411764706,0.396078431,0.423529412,0.392156863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Gracefield,grdacefield,0.403921569,0.447058824,0.392156863,0.380392157,0.388235294,0.396078431,0.4,0.411764706,0.396078431,0.423529412,0.392156863,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Gracefield,gbracefild,0.403921569,0.384313725,0.447058824,0.380392157,0.388235294,0.396078431,0.4,0.411764706,0.423529412,0.392156863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Grafton,gr4fton,0.403921569,0.447058824,0.203921569,0.4,0.454901961,0.435294118,0.431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Grafton,gaftton,0.403921569,0.380392157,0.4,0.454901961,0.454901961,0.435294118,0.431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Grafton,graaftonn ,0.403921569,0.447058824,0.380392157,0.380392157,0.4,0.454901961,0.435294118,0.431372549,0.431372549,0.125490196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
